game_id,white_player,black_player,white_groups,black_groups,all_groups,white_spbts,black_spbts,white_exposure,black_exposure,plies_analyzed,white_f_pawn_fates,black_f_pawn_fates,white,black,result,date,time_control,variant,starting_fen,white_elo,black_elo,white_a,black_a,white_b,black_b,white_c,black_c,white_d,black_d,white_e,black_e,white_f,black_f,white_g,black_g,white_h,black_h,cohort_id,cohort_name,cohort_tags
VtREYYaK,Jkkiu,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.01282051282051282,0.08,78,100,14,"{'never_blocked': 0, 'push_f3': 1, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 1, 'permanent_block': 0}",Jkkiu,LeelaRookOdds,0-1,2025.08.08,300+30,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.06666666666666667,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
zm21BDoG,LeelaRookOdds,WhatthetheWhatme,[],[],"['engine', 'cohort_member']",0.168,0.13333333333333333,125,150,23,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 1}","{'never_blocked': 1, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}",LeelaRookOdds,WhatthetheWhatme,1-0,2025.08.08,1800+0,From Position,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/1NBQKBNR w Kkq - 0 1,2000,1923,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
2tGYEcsR,LeelaRookOdds,SomeCM,[],[],"['engine', 'cohort_member']",0.0,0.06060606060606061,107,132,23,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 1, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 1}",LeelaRookOdds,SomeCM,1-0,2025.08.08,180+2,From Position,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/1NBQKBNR w Kkq - 0 1,2000,2344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
K2o0gpc0,Jkkiu,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.15625,0.0,128,112,23,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 1}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 1, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}",Jkkiu,LeelaRookOdds,0-1,2025.08.08,300+30,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4583333333333333,0.0,0.0,0.0,0.375,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
N1L5kUhc,Jkkiu,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.02127659574468085,0.0970873786407767,94,103,16,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 1}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 1, 'permanent_block': 0}",Jkkiu,LeelaRookOdds,0-1,2025.08.08,300+30,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.5882352941176471,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
RuA1JCTJ,LeelaRookOdds,WhatthetheWhatme,[],[],"['engine', 'cohort_member']",0.1702127659574468,0.14084507042253522,141,142,23,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 1, 'permanent_block': 0}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 1, 'permanent_block': 0}",LeelaRookOdds,WhatthetheWhatme,1-0,2025.08.08,1800+0,From Position,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/1NBQKBNR w Kkq - 0 1,2000,1923,0.0,0.0,0.0,0.0,0.4166666666666667,0.4166666666666667,0.0,0.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
HZ4eozKd,ShowdownStanCifka,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.2413793103448276,0.0,145,122,23,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 1, 'permanent_block': 0}","{'never_blocked': 0, 'push_f3': 1, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}",ShowdownStanCifka,LeelaRookOdds,1/2-1/2,2025.08.08,180+2,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
olYSid4t,ShowdownStanCifka,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.0,0.0847457627118644,114,118,23,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 1, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 1, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}",ShowdownStanCifka,LeelaRookOdds,0-1,2025.08.08,180+2,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
Io7pCu8u,ShowdownStanCifka,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.0,0.07575757575757576,113,132,23,"{'never_blocked': 1, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 1, 'permanent_block': 0}",ShowdownStanCifka,LeelaRookOdds,0-1,2025.08.08,180+2,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
hwIbNHPm,ShowdownStanCifka,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.0,0.08064516129032258,114,124,23,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 1, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 1, 'permanent_block': 0}",ShowdownStanCifka,LeelaRookOdds,0-1,2025.08.08,180+2,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
4QRGP3fF,Orichess88,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.19801980198019803,0.0,101,138,23,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 1, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}","{'never_blocked': 1, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}",Orichess88,LeelaRookOdds,0-1,2025.08.08,120+3,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,2511,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8695652173913043,0.0,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
KU8ARfg6,ShowdownStanCifka,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.13274336283185842,0.046153846153846156,113,130,23,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 1}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 1, 'permanent_block': 0}",ShowdownStanCifka,LeelaRookOdds,0-1,2025.08.08,180+2,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.25,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
0O0VeV4O,Orichess88,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.16101694915254236,0.012987012987012988,118,154,23,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 1}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 1, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}",Orichess88,LeelaRookOdds,0-1,2025.08.08,120+3,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,2511,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
sPL1OPmd,ShowdownStanCifka,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.0,0.020833333333333332,111,96,23,"{'never_blocked': 0, 'push_f3': 1, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 1, 'temporary_block': 0, 'permanent_block': 0}",ShowdownStanCifka,LeelaRookOdds,0-1,2025.08.08,180+2,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
vfbrTTMO,ShowdownStanCifka,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.0,0.043478260869565216,102,138,23,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 1, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 1}",ShowdownStanCifka,LeelaRookOdds,0-1,2025.08.08,180+2,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.16666666666666666,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
dGDhmZgr,jaspy22,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.034482758620689655,0.0,116,118,23,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 1, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 1, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}",jaspy22,LeelaRookOdds,0-1,2025.08.08,600+5,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
rmsZsIOI,jaspy22,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.06896551724137931,0.2328767123287671,116,146,23,"{'never_blocked': 0, 'push_f3': 1, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 1, 'permanent_block': 0}",jaspy22,LeelaRookOdds,0-1,2025.08.08,600+5,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.3333333333333333,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
Fgm2DTJT,jaspy22,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.0,0.03007518796992481,116,133,23,"{'never_blocked': 0, 'push_f3': 1, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 1, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}",jaspy22,LeelaRookOdds,0-1,2025.08.08,600+5,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
0xW9qmlJ,jaspy22,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.007751937984496124,0.045454545454545456,129,132,23,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 1}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 1, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}",jaspy22,LeelaRookOdds,0-1,2025.08.08,600+5,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
ROhl3t3T,jaspy22,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.0,0.11940298507462686,113,134,23,"{'never_blocked': 1, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 1, 'permanent_block': 0}",jaspy22,LeelaRookOdds,0-1,2025.08.08,600+5,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
Qn4j46Cl,jaspy22,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.20161290322580644,0.0,124,108,23,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 1}","{'never_blocked': 1, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}",jaspy22,LeelaRookOdds,0-1,2025.08.08,600+5,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
91P2VK76,jaspy22,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.0,0.0,100,89,14,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 1, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}","{'never_blocked': 1, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}",jaspy22,LeelaRookOdds,0-1,2025.08.08,600+5,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
SxNnIveN,jaspy22,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.19548872180451127,0.057971014492753624,133,138,23,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 1}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 1, 'permanent_block': 0}",jaspy22,LeelaRookOdds,0-1,2025.08.08,600+5,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.20833333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.16666666666666666,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
lq8SpwKM,jaspy22,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.18253968253968253,0.03571428571428571,126,112,23,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 1, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}","{'never_blocked': 1, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}",jaspy22,LeelaRookOdds,0-1,2025.08.08,600+5,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.25,0.0,0.7083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
PfbViTUG,jaspy22,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.24347826086956523,0.03333333333333333,115,120,23,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 1}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 1, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}",jaspy22,LeelaRookOdds,0-1,2025.08.08,600+5,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.375,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.08333333333333333,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
ujyp5yBq,Sir_Patzer,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.0,0.1509433962264151,113,106,23,"{'never_blocked': 0, 'push_f3': 1, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 1}",Sir_Patzer,LeelaRookOdds,0-1,2025.08.08,540+2,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
wCTEtka4,Jkkiu,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.016129032258064516,0.15254237288135594,124,118,23,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 1, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 1}",Jkkiu,LeelaRookOdds,0-1,2025.08.08,300+30,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.08333333333333333,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
WEvNPTgy,jaspy22,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.23308270676691728,0.04225352112676056,133,142,23,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 1, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 1, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}",jaspy22,LeelaRookOdds,0-1,2025.08.08,600+5,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174,0.42857142857142855,0.5416666666666666,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
1FALdKEA,Jkkiu,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.0,0.328125,106,128,23,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 1, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 1}",Jkkiu,LeelaRookOdds,0-1,2025.08.08,300+30,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
q9ACiwrn,Sir_Patzer,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.21568627450980393,0.0,153,132,23,"{'never_blocked': 0, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 1, 'permanent_block': 0}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 1, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}",Sir_Patzer,LeelaRookOdds,1-0,2025.08.08,540+2,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.34782608695652173,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
fbVu6qYV,Jkkiu,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.0,0.078125,103,128,23,"{'never_blocked': 1, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 1, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}",Jkkiu,LeelaRookOdds,0-1,2025.08.08,300+30,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
iaeeUcan,Sir_Patzer,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.0,0.03333333333333333,107,120,23,"{'never_blocked': 0, 'push_f3': 1, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}","{'never_blocked': 0, 'push_f3': 0, 'push_f4': 1, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}",Sir_Patzer,LeelaRookOdds,0-1,2025.08.08,540+2,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
v6Q2G31E,jaspy22,LeelaRookOdds,[],[],"['engine', 'cohort_member']",0.0,0.13333333333333333,115,120,23,"{'never_blocked': 1, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}","{'never_blocked': 1, 'push_f3': 0, 'push_f4': 0, 'capture_e3': 0, 'capture_g3': 0, 'temporary_block': 0, 'permanent_block': 0}",jaspy22,LeelaRookOdds,0-1,2025.08.08,600+5,From Position,1nbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQk - 0 1,1500,2000,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,leela_odds,Leela Odds Games,"['ai', 'handicap', 'demo']"
